,total_price
14802,1083891.699270534
14803,1194391.6374530876
14804,15469958.473629424
14805,2918166.8448002688
14806,60570601.33671045
14807,5868689.653695409
14808,6711689.524449895
14809,11011639.469480127
14810,36400319.19675123
14811,24450214.59469858
14812,9570885.316206373
14813,4528183.445969382
14814,2105640.3092036783
14815,25950189.5928233
14816,18084995.81999832
14817,10673092.682967037
14818,5823007.3405258525
14819,8510374.85797249
14820,5596455.6000004
14821,3900503.835490426
14822,11013306.034347877
14823,12996452.0
14824,37286363.84028347
14825,4386806.128807563
14826,3513244.9184800307
14827,1428248.34680413
14828,7493026.53878188
14829,1677964.7404109626
14830,7894618.015357164
14831,80222199.6066297
14832,4721935.399593904
14833,10673097.17295622
14834,2990138.7896402236
14835,1678416.8197213388
14836,1887290.549359459
14837,12996452.0
14838,43396452.0
14839,2245109.151175344
14840,7493029.523744394
14841,8303318.225613939
14842,5823007.3405258525
14843,20834281.34322309
14844,11011639.469480127
14845,11239331.000065394
14846,7493026.53878188
14847,22980547.329856746
14848,18084995.81999832
14849,4304373.646040501
14850,7001229.733328252
14851,10673092.682967037
14852,4304373.646040501
14853,5823018.2895019585
14854,5065612.8421703335
14855,3900517.3288303055
14856,1648820.7548277813
14857,38110565.467150986
14858,5596535.7002162235
14859,3822218.485945452
14860,7692925.837745317
14861,4222487.270585692
14862,4637348.305927441
14863,563881.340208536
14864,2299706.6208198383
14865,7493026.53878188
14866,14717662.517909884
14867,4141154.7771430383
14868,9570897.214528097
14869,7147565.939506387
14870,7493048.428516441
14871,3359029.912275378
14872,1395395.000503787
14873,567393.6204700043
14874,7001229.733328252
14875,3510814.68383531
14876,11815402.03862225
14877,1506032.0853708796
14878,5152768.107762425
14879,13845573.583457302
14880,5596542.00025
14881,1979785.956386184
14882,16239962.83771878
14883,3284027.1003012056
14884,1235699.1122734193
14885,3549130.7797222687
14886,1600869.9144827228
14887,11641554.22759063
14888,1034949.0577528558
14889,30226621.89358509
14890,8510295.87633061
14891,10116906.40141654
14892,55609672.44422251
14893,3664956.0002860017
14894,19443269.91881453
14895,3135839.6913398136
14896,4020198.199736588
14897,2432519.97749979
14898,7996137.584691837
14899,21541826.20613656
14900,4141154.7771430383
14901,6521007.320336757
14902,4222487.270585692
14903,6521007.320336757
14904,14215011.127100045
14905,10898392.011044726
14906,18085044.119088367
14907,40725083.79749334
14908,12996456.8000003
14909,3434630.395587425
14910,17286079.263343107
14911,762139.1220063614
14912,7493026.53878188
14913,4060384.709982148
14914,7996131.480594058
14915,940064.8024718241
14916,1796738.208532168
14917,16110753.74402886
14918,8303318.225613939
14919,1108523.8173477352
14920,3135839.6913398136
14921,16760267.98545456
14922,10505186.659543524
14923,14215011.127100045
14924,3742898.108430241
14925,1631427.2332357515
14926,18759991.533181705
14927,6904250.446584392
14928,17418416.158923276
14929,1395401.5402226066
14930,43396452.0
14931,11246732.0750479
14932,2105642.218392306
14933,1672403.1961688178
14934,7493510.108017458
14935,3510821.5675140363
14936,4386802.820635427
14937,1562555.9491927398
14938,17471403.41990275
14939,3135929.3431201256
14940,1059234.863609656
14941,2042355.5727794662
14942,11815402.03862225
14943,30786421.597892705
14944,6521007.320336757
14945,4141194.49442258
14946,459369.343945692
14947,639757.76355378
14948,7692925.837745317
14949,3135871.2898141094
14950,11353790.722902374
14951,4721948.127521931
14952,35555114.305013746
14953,10116892.071894912
14954,4722004.979079469
14955,1631427.2332357515
14956,4511469.381193267
14957,4511469.381193267
14958,1736828.5773342568
14959,6052645.302820528
14960,4020199.0019211336
14961,5732014.762123142
14962,5240504.1290570535
14963,9035330.251934543
14964,987021.4150420949
14965,1796452.0
14966,2105658.1283222837
14967,1059229.4915932843
14968,6616112.427156565
14969,28881545.369948536
14970,2776180.6679028864
14971,20834281.34322309
14972,6714219.133269368
14973,488121.78972804156
14974,1235682.4845413263
14975,3135839.6913398136
14976,2500726.999634297
14977,210787797.9760396
14978,11583799.364509435
14979,987021.4150420949
14980,4304371.181288745
14981,3284027.1003012056
14982,4020198.199736588
14983,6285325.048438437
14984,7493026.53878188
14985,8385909.815097864
14986,2776180.6679028864
14987,1713191.3447787922
14988,3510814.68383531
14989,6521007.320336757
14990,2299706.6208198383
14991,25950189.5928233
14992,22257277.00723851
14993,18085079.001791548
14994,5417455.734915347
14995,8510390.446483994
14996,3900503.835490426
14997,35555115.988759585
14998,2432554.8602509336
14999,112344925.01680036
15000,5986814.038381748
15001,563875.4614174765
15002,4849809.390100185
15003,12996452.0
15004,28255675.08261581
15005,10673092.682967037
15006,154170995.35051623
15007,18759991.533181705
15008,1857042.317660177
15009,5777448.326821941
15010,2365780.45158303
15011,4304417.190069458
15012,4386802.820635427
15013,151430196.0401394
15014,3900503.835490426
15015,3900503.835490426
15016,20834281.34322309
15017,2137548.3397008404
15018,5240507.64815337
15019,6807736.29278306
15020,11239332.142431654
15021,7996131.480594058
15022,1235712.622371043
15023,2918166.8448002688
15024,1619870.4205636794
15025,2678311.4319582246
15026,1133511.2297181643
15027,7001243.3428882575
15028,10116885.458271872
15029,14838030.074135875
15030,3900503.835490426
15031,3472645.675593676
15032,18841549.60339162
15033,1707301.099016841
15034,762137.424949238
15035,2432519.97749979
15036,40724775.429424025
15037,9571090.833379997
15038,165299314.70004308
15039,1341325.244361705
15040,1395401.5402226066
15041,2339283.4837917504
15042,18085029.36102846
15043,10116892.071894912
15044,6521007.320336757
15045,17418385.6893393
15046,4060377.465119637
15047,10116885.458271872
15048,5596452.0
15049,916948.3566875269
15050,1591115.0417416245
15051,4469778.573057575
15052,1979785.956386184
15053,2846855.742828628
15054,12401164.204718307
15055,39846924.88494804
15056,46621298.12058504
15057,2432519.97749979
15058,3135839.6913398136
15059,9570885.316206373
15060,2201890.854714848
15061,1341318.8044798924
15062,20834281.34322309
15063,1979785.956386184
15064,3434624.32401242
15065,6521007.320336757
15066,10116885.458271872
15067,6759654.34336867
15068,1796452.0
15069,1979785.956386184
15070,20134751.239917774
15071,25196597.500141136
15072,3359026.900298805
15073,2776180.6679028864
15074,21541826.20613656
15075,14463200.790720822
15076,1466164.008065703
15077,6052645.302820528
15078,43396452.0
15079,1235682.4845413263
15080,21855701.4820261
15081,3284027.1003012056
15082,2432519.97749979
15083,2432528.0273493384
15084,7001229.733328252
15085,10393788.328319317
15086,2201890.854714848
15087,2990101.9422798124
15088,16760267.98545456
15089,14215011.127100045
15090,3664956.0002860017
15091,7001229.733328252
15092,2169636.034807669
15093,9570931.827856287
15094,1298843.8779751372
15095,9570885.316206373
15096,1199650.2947613942
15097,3284027.1003012056
15098,38110634.40192364
15099,1236098.2044467242
15100,88539420.02802134
15101,2932502.0580216
15102,3664956.0002860017
15103,340998.3036027383
15104,5596465.500005625
15105,372938.6000579081
15106,7001242.370776528
15107,8510295.87633061
15108,3510816.978394356
15109,827027.4696743089
15110,23711553.53071851
15111,13968353.829449698
15112,11815422.952738594
15113,70907130.11865474
15114,11815402.03862225
15115,5065554.586719652
15116,3980159.176830681
15117,1979792.1773222068
15118,15469958.473629424
15119,3664956.0002860017
15120,5152761.110618505
15121,6521007.320336757
15122,10116885.458271872
15123,13601115.367649335
15124,3209629.724595746
15125,2332655.4079178884
15126,1387624.4300596209
15127,7996131.480594058
15128,7493026.53878188
15129,1922510.4543905417
15130,12401282.315026915
15131,1551187.5756751942
15132,8510295.87633061
15133,3510814.68383531
15134,31916324.00478589
15135,4807052.8285254985
15136,1235685.6022343386
15137,1235682.4845413263
15138,6807736.29278306
15139,12996567.2001728
15140,6521007.320336757
15141,4721960.855461892
15142,18760054.01537421
15143,1314591.0790058274
15144,2105640.3092036783
15145,5240482.134723621
15146,4721935.399593904
15147,44299569.80362019
15148,987021.4150420949
15149,1506033.7691170643
15150,49847204.73105819
15151,805089.8233399562
15152,1069022.0525544058
15153,5596452.0
15154,6335652.620274807
15155,3306464.0064076926
15156,1314591.0790058274
15157,646440.063690845
15158,25196462.50000073
15159,7996133.515293141
15160,6807736.29278306
15161,1133511.2297181643
15162,52702070.74694936
15163,3359026.900298805
15164,11239323.003502667
15165,6052645.302820528
15166,68796452.0
15167,2105642.218392306
15168,117329141.85261616
15169,4428222.905897435
15170,20134731.765315764
15171,987021.4150420949
15172,14215011.127100045
15173,7001229.733328252
15174,17484666.3380975
15175,20037438.07126168
15176,2365774.4748755083
15177,14963680.582235733
15178,15853382.733703844
15179,6521026.294012208
15180,10673092.682967037
15181,4248191.1279205335
15182,762137.424949238
15183,38975505.624347255
15184,18759991.533181705
15185,3703854.885326977
15186,7692925.837745317
15187,10673092.682967037
15188,720245.8525794281
15189,931117.1963526987
15190,32241654.44904064
15191,3359034.4302420323
15192,25196452.0
15193,9576958.441210477
15194,4304371.181288745
15195,5328714.658905913
15196,10673096.050458863
15197,2105640.3092036783
15198,34249956.51745018
15199,4469778.573057575
15200,894079.2706896829
15201,3900503.835490426
15202,1796452.0
15203,3135839.6913398136
15204,3900503.835490426
15205,4721935.399593904
15206,9035286.764831843
15207,1261772.2488460757
15208,6521022.499275599
15209,2533921.210276106
15210,5152761.110618505
15211,86604616.70987278
15212,40724775.429424025
15213,679445.0980953827
15214,17817339.605339296
15215,1450310.0461918327
15216,2010980.864471436
15217,2932502.0580216
15218,5240519.96499692
15219,7147565.939506387
15220,5868936.672289313
15221,9035286.764831843
15222,3664961.436002648
15223,987038.4914029344
15224,11815402.03862225
15225,4304382.683467822
15226,940073.6328913305
15227,25196452.0
15228,7945319.336585392
15229,17418425.432278484
15230,20142427.50892344
15231,6052645.302820528
15232,4020198.199736588
15233,11011639.469480127
15234,5596452.0
15235,2432519.97749979
15236,5152761.110618505
15237,39846924.88494804
15238,2299706.6208198383
15239,7493026.53878188
15240,4978865.616574794
15241,8098091.36084293
15242,2432533.3939210707
15243,7493026.53878188
15244,4024853.41837838
15245,96655432.91935246
15246,60570287.39249432
15247,7294936.345266952
15248,3135839.6913398136
15249,9035286.764831843
15250,1506311.0358312188
15251,2628372.789903692
15252,4020198.199736588
15253,396457.4000242999
15254,2432519.97749979
15255,8824005.535041088
15256,2234323.4385358067
15257,1341854.42923843
15258,9035286.764831843
15259,987034.2223011979
15260,17154206.97011544
15261,1979785.956386184
15262,2432519.97749979
15263,7001285.143736424
15264,1235687.1610820144
15265,5152761.110618505
15266,17817339.605339296
15267,3284158.5721739754
15268,18084995.81999832
15269,4601278.489191055
15270,3359026.900298805
15271,3246752.8048387617
15272,33442506.94804712
15273,601224.2994484282
15274,5596452.0
15275,11239323.003502667
15276,8510295.87633061
15277,7743181.42406179
15278,2299723.709786773
15279,762137.424949238
15280,1666283.9903989031
15281,1796459.2000054
15282,5152767.233119256
15283,5026483.786842406
15284,367214.9936490925
15285,4189887.894064157
15286,427190.2612401593
15287,2932502.0580216
15288,1973205.1534654503
15289,4721935.399593904
15290,12996530.000079218
15291,23711553.53071851
15292,21257870.19591273
15293,9035286.764831843
15294,762137.424949238
15295,3510814.68383531
15296,4721935.399593904
15297,849077.4668644185
15298,2110573.8649795284
15299,12996452.0
15300,6052645.302820528
15301,5222896.914648921
15302,3703860.341288435
15303,8200561.472321672
15304,10116897.583248567
15305,5560492.029679121
15306,80664737.67827204
15307,5599455.578372024
15308,1551215.3894756215
15309,84009577.4637363
15310,86264564.56208655
15311,3209631.9474320463
15312,1163792.28219254
15313,1677964.7404109626
15314,7844045.952155232
15315,646413.3326296409
15316,27790583.10909937
15317,16239962.83771878
15318,43396452.0
15319,6521630.61550092
15320,11815402.03862225
15321,29038701.617532484
15322,9035367.375127424
15323,9570885.316206373
15324,5868689.653695409
15325,48907436.38750751
15326,4721935.399593904
15327,15789258.835204495
15328,4721935.399593904
15329,2932502.0580216
15330,7001229.733328252
15331,427197.81270848797
15332,1678064.7436459556
15333,5596452.9000000255
15334,5004890.512361908
15335,10449396.942795703
15336,987021.4150420949
15337,5641514.442249859
15338,14838002.464346325
15339,44118448.31164321
15340,4875526.404195772
15341,1796452.0
15342,3626201.9908885485
15343,703792.3591278738
15344,6257302.174998525
15345,14587722.965415113
15346,8719098.867188407
15347,807426.7465434702
15348,2432529.368991869
15349,1163791.77484646
15350,151429649.41379535
15351,2776180.6679028864
15352,33059805.45030997
15353,7996131.480594058
15354,10116885.458271872
15355,7743181.42406179
15356,987048.4526702022
15357,5868689.653695409
15358,4721939.642235254
15359,1235719.8970632427
15360,3359026.900298805
15361,5868689.653695409
15362,9897349.466318078
15363,3789939.7542576925
15364,2990101.9422798124
15365,33884867.717803754
15366,37252153.31572198
15367,3135839.6913398136
15368,7743181.42406179
15369,21684286.69780052
15370,6332222.530259423
15371,6052645.302820528
15372,33059805.45030997
15373,2932511.3854702795
15374,431819574.6428909
15375,70922164.44863959
15376,7692925.837745317
15377,3639129.683216731
15378,8666666.578155622
15379,413485.049649126
15380,8251846.155471226
15381,5090442.94394608
15382,4721935.399593904
15383,3900673.6940227854
15384,2435519.8858577698
15385,3135839.6913398136
15386,11353756.333932996
15387,9035286.764831843
15388,1235682.4845413263
15389,3587593.4007675936
15390,7294942.260671396
15391,11815402.03862225
15392,639757.76355378
15393,639762.4573877951
15394,2299731.5970178917
15395,6052645.302820528
15396,1034926.8058230493
15397,41609022.90546548
15398,9248265.078052374
15399,137972014.24821392
15400,1796452.0
15401,3742901.237647855
15402,5152761.110618505
15403,7493026.53878188
15404,2500875.3896912374
15405,1235682.4845413263
15406,6807736.29278306
15407,2924326.6844534925
15408,2776180.6679028864
15409,4553294.89365591
15410,5596452.0
15411,52702070.74694936
15412,1093644.237092162
15413,7294936.345266952
15414,1979792.7994162068
15415,9141564.63204662
15416,3139960.205298086
15417,4044288.961203008
15418,28489874.859364875
15419,2533893.9778895047
15420,2010980.864471436
15421,74112857.48619771
15422,5065554.586719652
15423,11239323.003502667
15424,20134731.765315764
15425,10673092.682967037
15426,7001229.733328252
15427,1823833.71163922
15428,314061.6233917956
15429,25196452.0
15430,18084995.81999832
15431,1133513.7396993646
15432,826955.7668404528
15433,12996506.000037968
15434,1235682.4845413263
15435,1478070.675074772
15436,22257277.00723851
15437,8510348.877141636
15438,2636755.259842924
15439,10338154.026780317
15440,3900503.835490426
15441,940064.8024718241
15442,28255675.08261581
15443,420241401.9755949
15444,9355386.43583914
15445,11815402.03862225
15446,7793548.813915169
15447,10673092.682967037
15448,3743221.20500716
15449,38975505.624347255
15450,5596452.0
15451,43396452.0
15452,4721935.399593904
15453,1395401.5402226066
15454,1395427.699216789
15455,134016832.09776968
15456,2637498.438967388
15457,5346422.28340941
15458,3063887.7976439744
15459,1083762.5431583691
15460,5960438.489811196
15461,8510331.210192114
15462,4721935.399593904
15463,6238547.662930205
15464,2954055.125904814
15465,1274445.9070117674
15466,7001246.259223724
15467,1562555.9491927398
15468,22057654.969804034
15469,563875.4614174765
15470,1917939.7286812125
15471,4849809.390100185
15472,1887290.549359459
15473,10673092.682967037
15474,10116899.787790317
15475,1450330.513636211
15476,31754074.21714431
15477,43396452.0
15478,7493070.318272891
15479,5596464.6000049
15480,4764428.028833777
15481,1772512.1003768858
15482,5596452.0
15483,34716591.04954614
15484,1046338.2164819364
15485,29038784.997882154
15486,9035349.343855822
15487,9035286.764831843
15488,25196528.50003901
15489,2534092.7767435415
15490,1796528.8006143966
15491,8303336.775230174
15492,2169668.849764226
15493,5868762.844016083
15494,3742908.2783908537
15495,354089.28526643227
15496,11468582.23345632
15497,21541827.62916152
15498,39846924.88494804
15499,5868693.313203966
15500,5596495.2000576
15501,5596452.0
15502,6521007.320336757
15503,5732536.565057124
15504,5240482.134723621
15505,7692940.897630838
15506,20834294.007346936
15507,18759991.533181705
15508,2201890.854714848
15509,3359026.900298805
15510,1882927.009154144
15511,1395401.5402226066
15512,4721935.399593904
15513,4721935.399593904
15514,3626207.4062846964
15515,8666670.760977978
15516,2932519.995432313
15517,4978865.616574794
15518,1506032.0853708796
15519,10338154.026780317
15520,9733602.25571056
15521,20134781.842876602
15522,6521008.2690200815
15523,5152761.110618505
15524,31430666.3696474
15525,4020198.199736588
15526,2105642.218392306
15527,11815485.695162915
15528,9035286.764831843
15529,9035296.310775107
15530,6521030.088749573
15531,13601115.367649335
15532,4020198.199736588
15533,22056158.91111845
15534,5596452.0
15535,410133.4230438388
15536,1173956.414312283
15537,2533939.5921968473
15538,4978865.616574794
15539,4304386.791391522
15540,4469778.573057575
15541,16760267.98545456
15542,3900505.422941327
15543,1057398.7723184894
15544,6238547.662930205
15545,3135839.6913398136
15546,4304371.181288745
15547,7996131.480594058
15548,3359037.442220997
15549,6053109.489326964
15550,1162777.2601893423
15551,10673092.682967037
15552,4721935.399593904
15553,2105640.3092036783
15554,2385727.2864818075
15555,563875.4614174765
15556,9035286.764831843
15557,3510814.68383531
15558,9897250.999402143
15559,810295.417478405
15560,1158734.9069442065
15561,88539420.02802134
15562,1090829.9544860832
15563,5596452.0
15564,3135839.6913398136
15565,9035286.764831843
15566,11239323.003502667
15567,1506032.0853708796
15568,6052645.302820528
15569,5417462.854467512
15570,3343978.9784387867
15571,7493026.53878188
15572,56590472.48979329
15573,12996452.0
15574,21970153.568635494
15575,2636755.259842924
15576,17154113.39536935
15577,13601115.367649335
15578,13237200.444778776
15579,10116885.458271872
15580,5596452.0
15581,6663898.513388407
15582,11815402.03862225
15583,6521007.320336757
15584,24598858.43871009
15585,3135839.6913398136
15586,18964109.951912913
15587,593657.8408432584
15588,1083762.5431583691
15589,987081.6571965802
15590,11815402.03862225
15591,849077.4668644185
15592,11239323.003502667
15593,4721935.399593904
15594,5373021.810212164
15595,6521007.320336757
15596,8510295.87633061
15597,28255675.08261581
15598,26711353.47068248
15599,4603662.709734674
15600,38975505.624347255
15601,1235682.4845413263
15602,7245698.413624651
15603,6521007.320336757
15604,1133511.2297181643
15605,6052645.302820528
15606,46124384.67718459
15607,1562555.9491927398
15608,50792894.56269407
15609,9570913.439520383
15610,12519490.686594553
15611,5868689.653695409
15612,15725222.717606725
15613,44118448.31164321
15614,6052741.4679421615
15615,5777448.326821941
15616,8510376.936440129
15617,7996146.740841498
15618,1368261.5728568698
15619,2932570.2203908507
15620,29353909.36514074
15621,10116885.458271872
15622,10116885.458271872
15623,289403.600308978
15624,6052645.302820528
15625,12401164.204718307
15626,6052645.302820528
15627,16239962.83771878
15628,16110753.74402886
15629,5240482.134723621
15630,8510295.87633061
15631,43396452.0
15632,4304371.181288745
15633,4304371.181288745
15634,27017882.23777815
15635,1796452.0
15636,35470960.43030984
15637,4386802.820635427
15638,10116885.458271872
15639,5329015.518621856
15640,6521020.60190758
15641,10506971.943798738
15642,9035286.764831843
15643,2105675.947496324
15644,1368256.1645257964
15645,54634673.86662602
15646,3136922.187288543
15647,8510295.87633061
15648,5596511.400108901
15649,40724775.429424025
15650,3284038.3052176214
15651,1562606.0399769843
15652,10673103.907941198
15653,1422753.3495874496
15654,16239966.719213495
15655,2432519.97749979
15656,7001288.060077863
15657,20134742.893658992
15658,6617850.580972613
15659,19443269.91881453
15660,1506345.27457615
15661,3626201.9908885485
15662,25196452.0
15663,93148052.308978
15664,6332222.530259423
15665,6129171.4560783375
15666,1235682.4845413263
15667,7493066.338315545
15668,3457419.384074855
15669,10116885.458271872
15670,3135839.6913398136
15671,5732012.947185027
15672,3026304.469652791
15673,28255675.08261581
15674,10282772.010168366
15675,15469958.473629424
15676,5817033.908616516
15677,10116886.560542276
15678,5328714.658905913
15679,2434545.489941216
15680,6052645.302820528
15681,1372640.179239999
15682,12697626.944780193
15683,52702070.74694936
15684,14587722.965415113
15685,2432923.15267094
15686,1235682.4845413263
15687,1506032.0853708796
15688,3587593.4007675936
15689,4966848.358636336
15690,18084995.81999832
15691,2434852.825455265
15692,16760267.98545456
15693,6332222.530259423
15694,8098087.27378985
15695,16760267.98545456
15696,14413385.137635555
15697,2247374.286315833
15698,11011639.469480127
15699,6855947.634904336
15700,12996452.0
15701,7294936.345266952
15702,2568044.2484690333
15703,54634673.86662602
15704,1395401.5402226066
15705,4721947.278993025
15706,22257277.00723851
15707,10673092.682967037
15708,64639845.87739605
15709,118586084.14741398
15710,1562555.9491927398
15711,20134731.765315764
15712,1979785.956386184
15713,4721935.399593904
15714,3510814.68383531
15715,26711679.29869672
15716,9788048.321780853
15717,2432519.97749979
15718,6191890.6828654995
15719,7493140.962636207
15720,4721971.886352843
15721,22980547.329856746
15722,9570977.257914186
15723,1713215.5105086889
15724,2105644.763978132
15725,16760267.98545456
15726,1796452.0
15727,12996452.0
15728,6052645.302820528
15729,25196530.00004056
15730,7294936.345266952
15731,1796452.0
15732,5222896.914648921
15733,6052645.302820528
15734,7692925.837745317
15735,7493026.53878188
15736,5152761.110618505
15737,1083762.5431583691
15738,16239962.83771878
15739,4721935.399593904
15740,6426451.1285885675
15741,2432519.97749979
15742,5868689.653695409
15743,6145544.971572488
15744,639757.76355378
15745,2975664.4927756065
15746,1395401.5402226066
15747,699706.4088232114
15748,3634621.729116038
15749,11815402.03862225
15750,4721935.399593904
15751,1450310.0461918327
15752,563875.4614174765
15753,617943.0917137265
15754,12661926.315885454
15755,10432583.368457587
15756,9570885.316206373
15757,27479871.87361555
15758,11815402.03862225
15759,3246752.8048387617
15760,3359026.900298805
15761,1506032.0853708796
15762,7996131.480594058
15763,3246752.8048387617
15764,84009577.4637363
15765,7393754.27237956
15766,25196608.00016224
15767,13213058.365716064
15768,12996452.0
15769,20071582.593161363
15770,5152761.110618505
15771,4141154.7771430383
15772,4263360.531058941
15773,4060400.809692829
15774,23711553.53071851
15775,84009923.19311652
15776,12519464.618674055
15777,5220994.542843174
15778,19443269.91881453
15779,3284027.1003012056
15780,3135845.570117156
15781,4428222.905897435
15782,15216108.454127038
15783,4060377.465119637
15784,679442.6831399546
15785,19443269.91881453
15786,25196452.0
15787,28255675.08261581
15788,5240482.134723621
15789,5032168.207026509
15790,762137.424949238
15791,13968353.829449698
15792,9248282.183846256
15793,37252153.31572198
15794,3980159.176830681
15795,79560045.32503194
15796,2105640.3092036783
15797,1951495.082374347
15798,2533893.9778895047
15799,3284027.1003012056
15800,2432519.97749979
15801,563879.8705078319
15802,3742901.237647855
15803,11068412.034878716
15804,39848019.94275434
15805,2432519.97749979
15806,730664.8566636118
15807,11815402.03862225
15808,4892697.308754643
15809,3510814.68383531
15810,2954055.125904814
15811,13845573.583457302
15812,16760267.98545456
15813,6522381.063478838
15814,4620528.506417239
15815,954017.8200591822
15816,4721935.399593904
15817,3510814.68383531
15818,8149230.445298223
15819,59867297.35181314
15820,2299717.1371017057
15821,18759994.24979731
15822,22086908.838887602
15823,1506032.0853708796
15824,4304371.181288745
15825,6052645.302820528
15826,6711689.524449895
15827,38110565.467150986
15828,19100742.43309789
15829,10673115.132919377
15830,1395401.5402226066
15831,8510295.87633061
15832,5328721.737890519
15833,22257277.00723851
15834,33059805.45030997
15835,34716591.04954614
15836,647603.7704719775
15837,2105640.3092036783
15838,42321044.900971785
15839,3138148.1475777663
15840,39846924.88494804
15841,4892697.308754643
15842,4978865.616574794
15843,4553294.89365591
15844,4017317.114873893
15845,21684286.69780052
15846,1314591.0790058274
15847,4141159.6404762287
15848,16956805.069073454
15849,15469958.473629424
15850,2432549.493662028
15851,2932502.0580216
15852,34681334.73159891
15853,1856854.6098309928
15854,679442.6831399546
15855,4304371.181288745
15856,13601115.367649335
15857,12996476.000007499
15858,27944484.00228801
15859,8069059.413940952
15860,3135839.6913398136
15861,2432542.7854319336
15862,1979785.956386184
15863,21541975.623930324
15864,3900512.566473183
15865,987021.4150420949
15866,13601115.367649335
15867,31430407.88138012
15868,4100696.485172515
15869,545665.8290170284
15870,1288074.6454228587
15871,3900504.6292158486
15872,20834281.34322309
15873,1798294.9536187963
15874,639757.76355378
15875,7001229.733328252
15876,36400319.19675123
15877,100205851.55824152
15878,38110565.467150986
15879,2105689.948314819
15880,3742898.108430241
15881,6332227.226002775
15882,12646466.615642827
15883,6238547.662930205
15884,60570287.39249432
15885,1562612.8705859059
15886,1034933.5781286744
15887,703798.9054691666
15888,3136082.1941586863
15889,14838002.464346325
15890,5328714.658905913
15891,6711689.524449895
15892,4892697.308754643
15893,2533893.9778895047
15894,27479874.96230465
15895,6521007.320336757
15896,9897728.020008393
15897,18086207.33530325
15898,6521007.320336757
15899,7196638.6423278265
15900,1917939.7286812125
15901,3135839.6913398136
15902,25196452.0
15903,639758.5458582989
15904,14215011.127100045
15905,12401164.204718307
15906,2990101.9422798124
15907,2776180.6679028864
15908,762137.424949238
15909,7493066.338315545
15910,4721935.399593904
15911,4304371.181288745
15912,9035286.764831843
15913,3135839.6913398136
15914,8149230.445298223
15915,1796452.0
15916,10116885.458271872
15917,10673092.682967037
15918,3510814.68383531
15919,1562590.6711485337
15920,7493672.295153235
15921,80222239.39844121
15922,6052645.302820528
15923,6052645.302820528
15924,12543170.313786864
15925,41609019.355817296
15926,11011639.469480127
15927,13601115.367649335
15928,4263371.175991956
15929,4978865.616574794
15930,1631427.2332357515
15931,2636755.259842924
15932,1979785.956386184
15933,14215011.127100045
15934,1917939.7286812125
15935,1506032.0853708796
15936,7743189.473907941
15937,5152761.110618505
15938,22257277.00723851
15939,6711689.524449895
15940,165299086.74578473
15941,10227316.369534662
15942,14215103.897078944
15943,5284838.168092433
15944,23711584.39429602
15945,7592751.07453721
15946,2299934.6966146543
15947,14338899.665855026
15948,3664956.0002860017
15949,14838002.464346325
15950,2727088.338947183
15951,33059807.09347765
15952,14838002.464346325
15953,5739274.285846805
15954,6521007.320336757
15955,2105689.948314819
15956,987021.4150420949
15957,3284027.1003012056
15958,1551187.5756751942
15959,1235715.740094193
15960,7996131.480594058
15961,2432519.97749979
15962,4721950.673108969
15963,1235686.1218501441
15964,411637.9660851515
15965,39846924.88494804
15966,9570885.316206373
15967,1979829.5030902496
15968,3284027.1003012056
15969,1973896.7353715084
15970,4141154.7771430383
15971,762137.424949238
15972,7493037.483646424
15973,12996452.0
15974,23711553.53071851
15975,3135876.433762502
15976,9570885.316206373
15977,25196452.0
15978,2042355.5727794662
15979,10996229.220338503
15980,13906917.892886356
15981,2882459.860949927
15982,26406001.40474941
15983,13601115.367649335
15984,13821061.54596498
15985,54634673.86662602
15986,11816827.712946035
15987,4892697.308754643
15988,1261771.2009909516
15989,10841987.433313213
15990,30626125.01828924
15991,22257277.00723851
15992,4116863.1161968713
15993,2432535.406386577
15994,6145354.419774593
15995,14838002.464346325
15996,5596452.0
15997,93155916.12524134
15998,8510295.87633061
15999,75193709.77465512
16000,109145562.40779597
16001,1184405.2190035274
16002,608836.6747879945
16003,10116904.196874302
16004,1796474.2000513375
16005,702643.0947478218
16006,4129793.009835167
16007,7245698.413624651
16008,2533893.9778895047
16009,41609010.48169731
16010,1235822.2641747736
16011,3284027.1003012056
16012,4553294.89365591
16013,4978865.616574794
16014,7147565.939506387
16015,4721935.399593904
16016,2636755.259842924
16017,2432521.9899612707
16018,1235982.836617156
16019,45208894.72420682
16020,9035286.764831843
16021,16760267.98545456
16022,27479893.49444171
16023,7996131.480594058
16024,22257277.00723851
16025,1648820.7548277813
16026,7996152.844943259
16027,6521084.163839508
16028,921571.054299404
16029,9570885.316206373
16030,2932561.6103761327
16031,13518235.891485345
16032,1699478.9189454059
16033,563875.4614174765
16034,5065554.586719652
16035,14215011.127100045
16036,34716591.04954614
16037,6521007.320336757
16038,15476529.098018484
16039,47046126.02599201
16040,2776180.6679028864
16041,1591115.0417416245
16042,5328754.478236655
16043,1628535.1103675512
16044,35555137.87745789
16045,679442.6831399546
16046,1683816.662750867
16047,20037438.07126168
16048,2247344.9567386005
16049,1108557.1496298998
16050,20834281.34322309
16051,3900503.835490426
16052,5596452.0
16053,9462927.057971073
16054,40374335.32345893
16055,2499942.414750965
16056,7996131.480594058
16057,412272.46127116063
16058,894354.092494842
16059,1707301.099016841
16060,8824005.535041088
16061,894076.5408527426
